MSA,STORE,DEPT,DEPTDESC,STYPE,ORIG,ACTUAL,MARKDOWN
2680,5402,3103,COP     ,P,35246.95,22414.71,12832.24
2680,5402,3105,AUSTIN  ,R,3190,1950,1240
2680,5402,3105,AUSTIN  ,P,24470,14466.89,10003.11
2680,5402,3107,ONEIDA  ,R,1432,826.38,605.62
2680,5402,3107,ONEIDA  ,P,5858,4112.44,1745.56
2680,5402,3404,CITIZENS,R,1345.63,1050.77,294.86
2680,5402,3404,CITIZENS,P,13081.44,9753.41,3328.03
2680,5402,3701,LACOSTE ,P,35116.7,18729.13,16387.57
2680,5402,3701,LACOSTE ,R,4374.97,2732.18,1642.79
2680,5402,4303,ESPRIT  ,P,59671.91,38622.77,21049.14
2680,5402,4303,ESPRIT  ,R,8806.98,6382.25,2424.73
2680,5402,4400,BORA    ,R,263,263,0
2680,5402,4400,BORA    ,P,7250,6484.83,765.17
2680,5402,4402,1928,R,2505.98,1950.16,555.82
2680,5402,4402,1928,P,36629.81,24610.09,12019.72
2680,5402,4505,POLOMEN ,P,167403.5,114164.55,53238.95
2680,5402,4505,POLOMEN ,R,19978.5,13021.39,6957.11
2680,5402,4704,DKNY    ,R,1200.5,830.86,369.64
2680,5402,4704,DKNY    ,P,8576.5,5457.28,3119.22
2680,5402,4801,GOTTEX  ,P,248,29.12,218.88
2680,5402,5102,P&Y     ,P,38873.5,31641.96,7231.54
2680,5402,5102,P&Y     ,R,3537.5,3093.1,444.4
2680,5402,5203,COLEHAAN,R,3978,2854.63,1123.37
2680,5402,5203,COLEHAAN,P,39535,26018.07,13516.93
2680,5402,5207,H SIERR ,R,3535,1171.25,2363.75
2680,5402,5207,H SIERR ,P,42705,13253.32,29451.68
2680,5402,5301,KAREN K ,P,21084,12272.25,8811.75
2680,5402,5301,KAREN K ,R,4216,2630.42,1585.58
2680,5402,5305,LIZ CLA ,R,5299.5,3866.72,1432.78
2680,5402,5305,LIZ CLA ,P,55846,35783.22,20062.78
2680,5402,5404,CARTIER ,P,8614.05,7442.99,1171.06
2680,5402,5404,CARTIER ,R,376.91,334.33,42.58
2680,5402,6006,INVEST  ,P,64762.42,48929.72,15832.7
2680,5402,6006,INVEST  ,R,8923.92,7073.28,1850.64
2680,5402,6107,NOB     ,R,822,659.53,162.47
2680,5402,6107,NOB     ,P,8333,6173.68,2159.32
2680,5402,6400,BLUE    ,P,15047.5,14897.51,149.99
2680,5402,6400,BLUE    ,R,822,819.5,2.5
2680,5402,6402,FREDERI ,P,12356,10403.65,1952.35
2680,5402,6402,FREDERI ,R,352.5,310.93,41.57
2680,5402,6404,ELLEN T ,P,22652.18,17459.71,5192.47
2680,5402,6404,ELLEN T ,R,1498.33,1178.72,319.61
2680,5402,6505,ST JOHN ,R,3498.48,2696.15,802.33
2680,5402,6505,ST JOHN ,P,43606.3,33472.51,10133.79
2680,5402,6601,MATTY M ,P,742,118.88,623.12
2680,5402,6601,MATTY M ,R,165,108,57
2680,5402,7101,CAROLE  ,P,43880,24802.35,19077.65
2680,5402,7101,CAROLE  ,R,6236,3875.95,2360.05
2680,5402,7102,BCH     ,R,4723,3539.5,1183.5
2680,5402,7102,BCH     ,P,38760,26539.92,12220.08
2680,5402,7104,CARTERS ,R,295,268.48,26.52
2680,5402,7104,CARTERS ,P,8254,7236.57,1017.43
2680,5402,7106,BRIOSO  ,R,3255.98,2970.11,285.87
2680,5402,7106,BRIOSO  ,P,28179.85,23312.14,4867.71
2680,5402,7200,COFFRET ,R,636,616,20
2680,5402,7200,COFFRET ,P,6328.5,5571.55,756.95
2680,5402,7205,LOUISVL ,P,19220,10470.78,8749.22
2680,5402,7205,LOUISVL ,R,1081,615.7,465.3
2680,5402,7307,SIGRID O,P,17843,12900.7,4942.3
2680,5402,7307,SIGRID O,R,4719,3492.17,1226.83
2680,5402,8000,ETERNIT ,P,9123,8850,273
2680,5402,8000,ETERNIT ,R,422,394,28
2680,5402,8101,ECHO    ,P,25145,15888.41,9256.59
2680,5402,8101,ECHO    ,R,4747,3359.59,1387.41
2680,5402,8305,NO FEAR ,P,62323,50837.05,11485.95
2680,5402,8305,NO FEAR ,R,4287.5,3591.77,695.73
2680,5402,8306,REEBOK  ,R,1578.95,1464.59,114.36
2680,5402,8306,REEBOK  ,P,12458.69,11224.54,1234.15
2680,5402,9000,ANNASUI ,R,190.5,190.5,0
2680,5402,9000,ANNASUI ,P,2572.5,2572.5,0
2680,5402,9105,LISLI   ,P,50903,41913.14,8989.86
2680,5402,9105,LISLI   ,R,6004,5245.32,758.68
2680,5402,9306,SPERRY  ,R,4823,3707.34,1115.66
2680,5402,9306,SPERRY  ,P,42279.46,33458.49,8820.97
2680,5402,9801,CATALIN ,R,3355.03,490.45,2864.58
2680,5402,9801,CATALIN ,P,25458.1,3238.97,22219.13
2680,5502,800,CLINIQUE,P,42016.5,41998.95,17.55
2680,5502,800,CLINIQUE,R,2406.5,2406.5,0
2680,5502,801,LESLIE  ,P,42870.89,26217.68,16653.21
2680,5502,801,LESLIE  ,R,3688.99,2410.3,1278.69
2680,5502,1100,GARY F  ,R,360,360,0
2680,5502,1100,GARY F  ,P,8182,8153.52,28.48
2680,5502,1107,JACQUES ,P,3567.25,2873.91,693.34
2680,5502,1107,JACQUES ,R,233.5,233.5,0
2680,5502,1202,CABERN  ,R,828,670.93,157.07
2680,5502,1202,CABERN  ,P,16805.5,13059.76,3745.74
2680,5502,1301,BE2     ,R,6013,3713.82,2299.18
2680,5502,1301,BE2     ,P,61355,37852.03,23502.97
2680,5502,1704,R LAUREN,P,13364,9326.66,4037.34
2680,5502,1704,R LAUREN,R,1137.5,706.9,430.6
2680,5502,1905,R & Y   ,P,20648.5,15284.16,5364.34
2680,5502,1905,R & Y   ,R,1631,1238.68,392.32
2680,5502,2102,CAB     ,P,21367,19642.62,1724.38
2680,5502,2102,CAB     ,R,1962,1889.34,72.66
2680,5502,2105,R TAYLOR,R,1162.5,942.62,219.88
2680,5502,2105,R TAYLOR,P,16215.8,12906.78,3309.02
2680,5502,2107,MAI     ,P,8115,5230.43,2884.57
2680,5502,2107,MAI     ,R,399,304.99,94.01
2680,5502,2200,CELEBRT ,P,41185.5,41147.7,37.8
2680,5502,2200,CELEBRT ,R,1807.5,1807.5,0
2680,5502,2301,BEP     ,R,3076,2072.57,1003.43
2680,5502,2301,BEP     ,P,34707,21547.43,13159.57
2680,5502,2503,CHORUS  ,P,16527,10468.37,6058.63
2680,5502,2503,CHORUS  ,R,2866,1943.49,922.51
2680,5502,3100,4711,R,208,208,0
2680,5502,3100,4711,P,8170.5,8193.5,-23
2680,5502,3102,CAMBIO  ,R,3275,2613.96,661.04
2680,5502,3102,CAMBIO  ,P,33558,26460.73,7097.27
2680,5502,3103,COP     ,P,36916.98,20978.88,15938.1
2680,5502,3103,COP     ,R,4120,2895.19,1224.81
2680,5502,3105,AUSTIN  ,R,1990,986.8,1003.2
2680,5502,3105,AUSTIN  ,P,15625,10650.8,4974.2
2680,5502,3107,ONEIDA  ,P,3191,2388.63,802.37
2680,5502,3107,ONEIDA  ,R,539,417.42,121.58
2680,5502,3404,CITIZENS,P,18570.33,14961.33,3609
2680,5502,3404,CITIZENS,R,1152.63,1004.35,148.28
2680,5502,3701,LACOSTE ,P,35413.68,19957.1,15456.58
2680,5502,3701,LACOSTE ,R,4316.96,2735.23,1581.73
2680,5502,4303,ESPRIT  ,P,40750,28368.24,12381.76
2680,5502,4303,ESPRIT  ,R,5001,3722.02,1278.98
2680,5502,4400,BORA    ,P,9606.5,8790.85,815.65
2680,5502,4400,BORA    ,R,459.5,447.5,12
2680,5502,4402,1928,P,39215.2,27583.04,11632.16
2680,5502,4402,1928,R,2367.99,1979.98,388.01
2680,5502,4505,POLOMEN ,P,154245.5,104987.38,49258.12
2680,5502,4505,POLOMEN ,R,21206.5,14516.98,6689.52
2680,5502,4704,DKNY    ,P,10340.5,6484.16,3856.34
2680,5502,4704,DKNY    ,R,1187,738.04,448.96
2680,5502,5102,P&Y     ,P,38034.2,33143.29,4890.91
2680,5502,5102,P&Y     ,R,3247,3087.95,159.05
2680,5502,5203,COLEHAAN,P,29000.95,17935.02,11065.93
2680,5502,5203,COLEHAAN,R,2612,1869.76,742.24
2680,5502,5207,H SIERR ,R,5160,1956.25,3203.75
2680,5502,5207,H SIERR ,P,36570,12196.86,24373.14
2680,5502,5301,KAREN K ,R,2679,2136.79,542.21
2680,5502,5301,KAREN K ,P,13274,10158.02,3115.98
2680,5502,5305,LIZ CLA ,R,4032.97,2680.78,1352.19
2680,5502,5305,LIZ CLA ,P,32695.44,20842.57,11852.87
2680,5502,5404,CARTIER ,R,863.37,719.96,143.41
2680,5502,5404,CARTIER ,P,9393.71,8222.42,1171.29
2680,5502,6006,INVEST  ,P,38639.28,28341.48,10297.8
2680,5502,6006,INVEST  ,R,4360.99,3199.41,1161.58
2680,5502,6107,NOB     ,R,239,209.09,29.91
2680,5502,6107,NOB     ,P,8335,6293.32,2041.68
2680,5502,6400,BLUE    ,P,13696,13611.01,84.99
2680,5502,6400,BLUE    ,R,1096,1093.5,2.5
2680,5502,6402,FREDERI ,R,269.5,251.34,18.16
2680,5502,6402,FREDERI ,P,9146.35,7548.71,1597.64
2680,5502,6404,ELLEN T ,P,26241.4,19806.4,6435
2680,5502,6404,ELLEN T ,R,1226.94,1043.05,183.89
2680,5502,6505,ST JOHN ,R,2117.99,1489.43,628.56
2680,5502,6505,ST JOHN ,P,19765.98,14980.14,4785.84
2680,5502,6601,MATTY M ,R,452,279.77,172.23
2680,5502,6601,MATTY M ,P,157,98.92,58.08
2680,5502,7101,CAROLE  ,P,39024,24748.25,14275.75
2680,5502,7101,CAROLE  ,R,5362,3437.99,1924.01
2680,5502,7102,BCH     ,R,3170,2337.69,832.31
2680,5502,7102,BCH     ,P,31903.25,22229.08,9674.17
2680,5502,7104,CARTERS ,R,602,573.08,28.92
2680,5502,7104,CARTERS ,P,10669,9673.16,995.84
2680,5502,7106,BRIOSO  ,P,30509.9,24544.72,5965.18
2680,5502,7106,BRIOSO  ,R,3893.99,3337.54,556.45
2680,5502,7200,COFFRET ,P,8016,7181.52,834.48
2680,5502,7200,COFFRET ,R,408.5,388.5,20
2680,5502,7205,LOUISVL ,R,707,433.04,273.96
2680,5502,7205,LOUISVL ,P,7493,4307.19,3185.81
2680,5502,7307,SIGRID O,R,3072,2240.05,831.95
2680,5502,7307,SIGRID O,P,15109,11045.45,4063.55
2680,5502,8000,ETERNIT ,R,402,388,14
2680,5502,8000,ETERNIT ,P,8528.5,8297.5,231
2680,5502,8101,ECHO    ,P,16452,11476.54,4975.46
2680,5502,8101,ECHO    ,R,2504,1880.89,623.11
2680,5502,8305,NO FEAR ,P,77905,61426.55,16478.45
2680,5502,8305,NO FEAR ,R,8562,6854.84,1707.16
2680,5502,8306,REEBOK  ,P,16497.61,15471.78,1025.83
2680,5502,8306,REEBOK  ,R,1473.98,1360.6,113.38
2680,5502,9000,ANNASUI ,P,2489.5,2488.5,1
2680,5502,9000,ANNASUI ,R,95.5,95.5,0
2680,5502,9105,LISLI   ,P,38088.5,32695.26,5393.24
2680,5502,9105,LISLI   ,R,4519.5,3775.18,744.32
2680,5502,9306,SPERRY  ,R,3421.98,2791.8,630.18
2680,5502,9306,SPERRY  ,P,26380.43,22022.97,4357.46
2680,5502,9801,CATALIN ,R,352,67,285
2680,5502,9801,CATALIN ,P,36,18,18
2680,5602,800,CLINIQUE,R,2917,2909.75,7.25
2680,5602,800,CLINIQUE,P,83210.5,83197.5,13
2680,5602,801,LESLIE  ,P,32376,18543.11,13832.89
2680,5602,801,LESLIE  ,R,4175,2635.04,1539.96
2680,5602,1100,GARY F  ,R,988,1013,-25
2680,5602,1100,GARY F  ,P,14463,14299.54,163.46
2680,5602,1107,JACQUES ,R,536,536,0
2680,5602,1107,JACQUES ,P,7091.25,6661.67,429.58
2680,5602,1202,CABERN  ,R,741,563.31,177.69
2680,5602,1202,CABERN  ,P,16514.49,13008.26,3506.23
2680,5602,1301,BE2     ,P,61692,37449.07,24242.93
2680,5602,1301,BE2     ,R,5649,3575.98,2073.02
2680,5602,1704,R LAUREN,R,1527.5,1253.8,273.7
2680,5602,1704,R LAUREN,P,15509.5,10760.97,4748.53
2680,5602,1905,R & Y   ,P,33371.5,24127.79,9243.71
2680,5602,1905,R & Y   ,R,3160,2549.6,610.4
2680,5602,2102,CAB     ,R,1584,1510.17,73.83
2680,5602,2102,CAB     ,P,25342,23660.65,1681.35
2680,5602,2105,R TAYLOR,P,23691.85,20456.65,3235.2
2680,5602,2105,R TAYLOR,R,1356.95,1191.24,165.71
2680,5602,2107,MAI     ,R,575,382.46,192.54
2680,5602,2107,MAI     ,P,15033,9289.16,5743.84
2680,5602,2200,CELEBRT ,R,3736,3732,4
2680,5602,2200,CELEBRT ,P,69982,69856.1,125.9
2680,5602,2301,BEP     ,R,6967,4562.28,2404.72
2680,5602,2301,BEP     ,P,45955,29862.23,16092.77
2680,5602,2503,CHORUS  ,P,20089,11989.61,8099.39
2680,5602,2503,CHORUS  ,R,2754,1833.94,920.06
2680,5602,3100,4711,R,626,698,-72
2680,5602,3100,4711,P,17087,17040.75,46.25
2680,5602,3102,CAMBIO  ,R,5220,4262.44,957.56
2680,5602,3102,CAMBIO  ,P,40090,32904.66,7185.34
2680,5602,3103,COP     ,R,3830,2782.26,1047.74
2680,5602,3103,COP     ,P,44721.9,29362.67,15359.23
2680,5602,3105,AUSTIN  ,R,2735,1186.15,1548.85
2680,5602,3105,AUSTIN  ,P,29855,17062.87,12792.13
2680,5602,3107,ONEIDA  ,P,7282,5140.26,2141.74
2680,5602,3107,ONEIDA  ,R,335,260.48,74.52
2680,5602,3404,CITIZENS,R,1493.64,1241.38,252.26
2680,5602,3404,CITIZENS,P,21229.72,16417.44,4812.28
2680,5602,3701,LACOSTE ,P,34057.63,18392.4,15665.23
2680,5602,3701,LACOSTE ,R,3983.98,2533.27,1450.71
2680,5602,4303,ESPRIT  ,P,60879,39411.63,21467.37
2680,5602,4303,ESPRIT  ,R,7513,5326.94,2186.06
2680,5602,4400,BORA    ,R,574.5,555.75,18.75
2680,5602,4400,BORA    ,P,9055,8655.04,399.96
2680,5602,4402,1928,P,49189.9,34951.92,14237.98
2680,5602,4402,1928,R,3435.49,2707.44,728.05
2680,5602,4505,POLOMEN ,R,26649.5,18204.87,8444.63
2680,5602,4505,POLOMEN ,P,227042.5,156163.14,70879.36
2680,5602,4704,DKNY    ,P,16732.5,10907.58,5824.92
2680,5602,4704,DKNY    ,R,1846,1366.37,479.63
2680,5602,4801,GOTTEX  ,R,250,250,0
2680,5602,5100,COLOR   ,R,48,86.5,-38.5
2680,5602,5102,P&Y     ,P,42557,34936.14,7620.86
2680,5602,5102,P&Y     ,R,4232,3597.27,634.73
2680,5602,5203,COLEHAAN,P,28661.87,18614.81,10047.06
2680,5602,5203,COLEHAAN,R,2911.95,2086.24,825.71
2680,5602,5207,H SIERR ,R,3430,1407.47,2022.53
2680,5602,5207,H SIERR ,P,60120,20819.41,39300.59
2680,5602,5301,KAREN K ,P,36062,22691.76,13370.24
2680,5602,5301,KAREN K ,R,5018,3540.22,1477.78
2680,5602,5305,LIZ CLA ,P,55282.45,34830.14,20452.31
2680,5602,5305,LIZ CLA ,R,5195.99,3591.58,1604.41
2680,5602,5404,CARTIER ,R,1021.79,841.72,180.07
2680,5602,5404,CARTIER ,P,16668.24,12241.56,4426.68
2680,5602,6006,INVEST  ,P,49981.54,37798.63,12182.91
2680,5602,6006,INVEST  ,R,6680.45,5280.54,1399.91
2680,5602,6107,NOB     ,P,10608,8308.02,2299.98
2680,5602,6107,NOB     ,R,918,790.55,127.45
2680,5602,6400,BLUE    ,R,1142,1140.05,1.95
2680,5602,6400,BLUE    ,P,24484.5,24392.21,92.29
2680,5602,6402,FREDERI ,P,16670.57,13581.45,3089.12
2680,5602,6402,FREDERI ,R,349.99,302.18,47.81
2680,5602,6404,ELLEN T ,R,2780.71,2182.59,598.12
2680,5602,6404,ELLEN T ,P,32326.45,24374.51,7951.94
2680,5602,6505,ST JOHN ,P,40533.98,30500.74,10033.24
2680,5602,6505,ST JOHN ,R,3193.5,2397.43,796.07
2680,5602,6601,MATTY M ,R,1556,1141.38,414.62
2680,5602,6601,MATTY M ,P,6599,4706.06,1892.94
2680,5602,7101,CAROLE  ,R,5871,3635.73,2235.27
2680,5602,7101,CAROLE  ,P,45925,27709.8,18215.2
2680,5602,7102,BCH     ,R,5810,4419.32,1390.68
2680,5602,7102,BCH     ,P,56068,41351.64,14716.36
2680,5602,7104,CARTERS ,R,721,661.93,59.07
2680,5602,7104,CARTERS ,P,15278.5,13474.1,1804.4
2680,5602,7106,BRIOSO  ,R,4066.98,3565.39,501.59
2680,5602,7106,BRIOSO  ,P,27087.77,21654.81,5432.96
2680,5602,7200,COFFRET ,P,10805,9731.6,1073.4
2680,5602,7200,COFFRET ,R,650,606.25,43.75
2680,5602,7205,LOUISVL ,R,500,284.93,215.07
2680,5602,7205,LOUISVL ,P,17261,9334.71,7926.29
2680,5602,7307,SIGRID O,R,5894,4436.78,1457.22
2680,5602,7307,SIGRID O,P,22731,17642.17,5088.83
2680,5602,8000,ETERNIT ,P,13311,13094,217
2680,5602,8000,ETERNIT ,R,333,326,7
2680,5602,8101,ECHO    ,P,18751,13155.38,5595.62
2680,5602,8101,ECHO    ,R,3107,2150.69,956.31
2680,5602,8305,NO FEAR ,R,3391,2657.19,733.81
2680,5602,8305,NO FEAR ,P,37575.5,29205.03,8370.47
2680,5602,8306,REEBOK  ,P,19090.77,18367.01,723.76
2680,5602,8306,REEBOK  ,R,2335.97,2328.39,7.58
2680,5602,9000,ANNASUI ,P,1533,1542,-9
2680,5602,9000,ANNASUI ,R,95.5,98.5,-3
2680,5602,9105,LISLI   ,R,3767,3261.22,505.78
2680,5602,9105,LISLI   ,P,43095.5,36225.9,6869.6
2680,5602,9306,SPERRY  ,P,68468.63,59690.16,8778.47
2680,5602,9306,SPERRY  ,R,7246,6284.2,961.8
2680,5602,9801,CATALIN ,R,294,103.8,190.2
2680,5602,9801,CATALIN ,P,893,127.38,765.62
2680,5802,800,CLINIQUE,P,37250,37246,4
2680,5802,800,CLINIQUE,R,1181.5,1181.5,0
2680,5802,801,LESLIE  ,P,34634.9,20452.73,14182.17
2680,5802,801,LESLIE  ,R,3191.99,2229.17,962.82
2680,5802,1100,GARY F  ,R,439,439,0
2680,5802,1100,GARY F  ,P,7651,7639,12
2680,5802,1107,JACQUES ,P,80,80,0
2680,5802,1202,CABERN  ,R,276,242.5,33.5
2680,5802,1202,CABERN  ,P,10791.95,8367.18,2424.77
2680,5802,1301,BE2     ,R,3750,2281.67,1468.33
2680,5802,1301,BE2     ,P,36143,20765.13,15377.87
2680,5802,1905,R & Y   ,R,642,510.09,131.91
2680,5802,1905,R & Y   ,P,19846,12793.79,7052.21
2680,5802,2102,CAB     ,P,13709,12172.59,1536.41
2680,5802,2102,CAB     ,R,944,899.01,44.99
2680,5802,2105,R TAYLOR,P,12941.5,10579.7,2361.8
2680,5802,2105,R TAYLOR,R,598.5,524.22,74.28
2680,5802,2107,MAI     ,P,542,400.21,141.79
2680,5802,2200,CELEBRT ,P,58157,58186.5,-29.5
2680,5802,2200,CELEBRT ,R,2429,2429,0
2680,5802,2301,BEP     ,R,3787,2010.24,1776.76
2680,5802,2301,BEP     ,P,35266,19261.9,16004.1
2680,5802,2503,CHORUS  ,R,1775,930.18,844.82
2680,5802,2503,CHORUS  ,P,13038,6618.85,6419.15
2680,5802,3100,4711,P,11962,11960,2
2680,5802,3100,4711,R,698,698,0
2680,5802,3102,CAMBIO  ,P,22297,14939.49,7357.51
2680,5802,3102,CAMBIO  ,R,2705,1797.48,907.52
2680,5802,3103,COP     ,P,33570.96,18668.48,14902.48
2680,5802,3103,COP     ,R,3092.99,2066.16,1026.83
2680,5802,3105,AUSTIN  ,P,9335,5233.66,4101.34
2680,5802,3105,AUSTIN  ,R,395,138.25,256.75
2680,5802,3404,CITIZENS,R,38,24.99,13.01
2680,5802,3404,CITIZENS,P,20,22.6,-2.6
2680,5802,3701,LACOSTE ,P,22659.86,13099.73,9560.13
2680,5802,3701,LACOSTE ,R,1938.98,1013.83,925.15
2680,5802,4303,ESPRIT  ,P,34383,21387.76,12995.24
2680,5802,4303,ESPRIT  ,R,4303,3050.56,1252.44
2680,5802,4400,BORA    ,R,119.5,119.5,0
2680,5802,4400,BORA    ,P,3023,2786.65,236.35
2680,5802,4402,1928,P,33736.99,25018.64,8718.35
2680,5802,4402,1928,R,2278.96,1828.75,450.21
2680,5802,4407,ENVIRON ,P,0,27.82,-27.82
2680,5802,4505,POLOMEN ,P,108369.5,61059.99,47309.51
2680,5802,4505,POLOMEN ,R,12539.5,7801.89,4737.61
2680,5802,5100,COLOR   ,R,17,17,0
2680,5802,5102,P&Y     ,R,3193,2817.94,375.06
2680,5802,5102,P&Y     ,P,31555.3,25826.86,5728.44
2680,5802,5203,COLEHAAN,P,19956.87,12663.05,7293.82
2680,5802,5203,COLEHAAN,R,1959.98,1579.1,380.88
2680,5802,5301,KAREN K ,P,14770,10031.66,4738.34
2680,5802,5301,KAREN K ,R,2724,1937.44,786.56
2680,5802,5305,LIZ CLA ,P,42274.44,24814.38,17460.06
2680,5802,5305,LIZ CLA ,R,3181.48,2080.36,1101.12
2680,5802,6006,INVEST  ,P,54329.45,40438.08,13891.37
2680,5802,6006,INVEST  ,R,6921.45,5159.33,1762.12
2680,5802,6400,BLUE    ,R,287,244.51,42.49
2680,5802,6400,BLUE    ,P,7870,7778.77,91.23
2680,5802,6402,FREDERI ,P,10005.32,8413.04,1592.28
2680,5802,6402,FREDERI ,R,167.47,151.62,15.85
2680,5802,6404,ELLEN T ,P,0,5,-5
2680,5802,6505,ST JOHN ,R,1977.47,1296.11,681.36
2680,5802,6505,ST JOHN ,P,27871.93,18268.69,9603.24
2680,5802,6601,MATTY M ,P,79,35.15,43.85
2680,5802,6601,MATTY M ,R,79,79,0
2680,5802,7101,CAROLE  ,P,50211,28629.82,21581.18
2680,5802,7101,CAROLE  ,R,5985,3581.49,2403.51
2680,5802,7102,BCH     ,R,2340,1732.45,607.55
2680,5802,7102,BCH     ,P,23988.99,16541.65,7447.34
2680,5802,7106,BRIOSO  ,P,28050.8,22744.13,5306.67
2680,5802,7106,BRIOSO  ,R,2885,2545.83,339.17
2680,5802,7200,COFFRET ,P,3210.5,2888.75,321.75
2680,5802,7200,COFFRET ,R,49.5,49.5,0
2680,5802,7205,LOUISVL ,R,410,199.35,210.65
2680,5802,7205,LOUISVL ,P,6905,3121.02,3783.98
2680,5802,7307,SIGRID O,P,333,152,181
2680,5802,7307,SIGRID O,R,441,262.97,178.03
2680,5802,8000,ETERNIT ,P,4306.5,4236.5,70
2680,5802,8000,ETERNIT ,R,165,165,0
2680,5802,8101,ECHO    ,R,2457,1686.12,770.88
2680,5802,8101,ECHO    ,P,21304,12712.15,8591.85
2680,5802,8305,NO FEAR ,R,1389,1060.71,328.29
2680,5802,8305,NO FEAR ,P,15179,11650,3529
2680,5802,8306,REEBOK  ,R,29.99,29.99,0
2680,5802,9000,ANNASUI ,R,17,17,0
2680,5802,9000,ANNASUI ,P,1312.5,1312.5,0
2680,5802,9105,LISLI   ,R,212,181.95,30.05
2680,5802,9105,LISLI   ,P,114,132.95,-18.95
2680,5802,9306,SPERRY  ,P,22459.75,19286.31,3173.44
2680,5802,9306,SPERRY  ,R,3444.96,2822.71,622.25
3360,7007,800,CLINIQUE,P,116284.5,116133.14,151.36
3360,7007,800,CLINIQUE,R,3976.5,3974.75,1.75
3360,7007,801,LESLIE  ,R,4036,2398.83,1637.17
3360,7007,801,LESLIE  ,P,30205,16949.62,13255.38
3360,7007,1100,GARY F  ,P,22598,22672.5,-74.5
3360,7007,1100,GARY F  ,R,1201,1289,-88
3360,7007,1107,JACQUES ,P,18827,17523.32,1303.68
3360,7007,1107,JACQUES ,R,2612.75,2572.73,40.02
3360,7007,1202,CABERN  ,P,13699,11254.66,2444.34
3360,7007,1202,CABERN  ,R,821,690.56,130.44
3360,7007,1301,BE2     ,R,7961.99,5807.11,2154.88
3360,7007,1301,BE2     ,P,61609.93,39600.83,22009.1
3360,7007,1704,R LAUREN,P,22643.25,15539.42,7103.83
3360,7007,1704,R LAUREN,R,2443.75,1661.97,781.78
3360,7007,1905,R & Y   ,R,4692.5,4335.7,356.8
3360,7007,1905,R & Y   ,P,55355.5,51692.28,3663.22
3360,7007,2102,CAB     ,P,22442,20980.95,1461.05
3360,7007,2102,CAB     ,R,1760,1656.25,103.75
3360,7007,2105,R TAYLOR,P,25295.15,22942.45,2352.7
3360,7007,2105,R TAYLOR,R,1718,1600.86,117.14
3360,7007,2107,MAI     ,P,11713,9551.14,2161.86
3360,7007,2107,MAI     ,R,509,358.83,150.17
3360,7007,2200,CELEBRT ,P,104485,104337.95,147.05
3360,7007,2200,CELEBRT ,R,5478.5,5505.5,-27
3360,7007,2301,BEP     ,R,8591,6165.4,2425.6
3360,7007,2301,BEP     ,P,51817,34733.1,17083.9
3360,7007,2503,CHORUS  ,R,1791,1231.62,559.38
3360,7007,2503,CHORUS  ,P,14923,9537.97,5385.03
3360,7007,3100,4711,R,1850.5,1850.5,0
3360,7007,3100,4711,P,48043.5,48139.4,-95.9
3360,7007,3102,CAMBIO  ,P,101814,82351.86,19462.14
3360,7007,3102,CAMBIO  ,R,12380,10130.87,2249.13
3360,7007,3103,COP     ,P,41053,35223.76,5829.24
3360,7007,3103,COP     ,R,6137.5,5481.78,655.72
3360,7007,3105,AUSTIN  ,P,57245,50636.25,6608.75
3360,7007,3105,AUSTIN  ,R,3270,3070,200
3360,7007,3107,ONEIDA  ,P,11800,9719.06,2080.94
3360,7007,3107,ONEIDA  ,R,2137.5,1860.97,276.53
3360,7007,3404,CITIZENS,R,3131.22,2533.87,597.35
3360,7007,3404,CITIZENS,P,35142.4,25856.58,9285.82
3360,7007,3701,LACOSTE ,R,4556,3285.81,1270.19
3360,7007,3701,LACOSTE ,P,26394,16474.81,9919.19
3360,7007,4303,ESPRIT  ,R,8718,7296.13,1421.87
3360,7007,4303,ESPRIT  ,P,56515,45716.97,10798.03
3360,7007,4400,BORA    ,P,9308,8303.46,1004.54
3360,7007,4400,BORA    ,R,764.5,704.5,60
3360,7007,4402,1928,P,87150.46,63541.93,23608.53
3360,7007,4402,1928,R,7934,6680,1254
3360,7007,4505,POLOMEN ,P,332389,249189.22,83199.78
3360,7007,4505,POLOMEN ,R,46816,36441.77,10374.23
3360,7007,4704,DKNY    ,R,3151,2033.88,1117.12
3360,7007,4704,DKNY    ,P,21714,13500.79,8213.21
3360,7007,4801,GOTTEX  ,R,1663,1005.64,657.36
3360,7007,4801,GOTTEX  ,P,13668,7807.47,5860.53
3360,7007,5100,COLOR   ,P,36713.5,36520.95,192.55
3360,7007,5100,COLOR   ,R,1853.5,1848.9,4.6
3360,7007,5102,P&Y     ,P,50322,46490.4,3831.6
3360,7007,5102,P&Y     ,R,5060,4688.28,371.72
3360,7007,5203,COLEHAAN,R,6952,6087.77,864.23
3360,7007,5203,COLEHAAN,P,59601,48779.91,10821.09
3360,7007,5207,H SIERR ,P,36575,13200.5,23374.5
3360,7007,5207,H SIERR ,R,2390,1352.5,1037.5
3360,7007,5301,KAREN K ,R,10962,9096.78,1865.22
3360,7007,5301,KAREN K ,P,40406,31103.33,9302.67
3360,7007,5305,LIZ CLA ,R,2245.5,1693.39,552.11
3360,7007,5305,LIZ CLA ,P,23427.48,14602.75,8824.73
3360,7007,5404,CARTIER ,P,20069.84,14707.08,5362.76
3360,7007,5404,CARTIER ,R,1600.26,1208.76,391.5
